time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/clip_range,train/explained_variance,train/value_loss,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/loss,train/std
384,3317760,-17584.519232759998,310,8640.0,10672,5e-05,0.2,0.9994947910308838,0.0021772326535924717,3830,0.0040994566,-0.004417341127991676,0.028587962962962964,-19.947180756462945,-1.0188370943069458,150.7643585205078
385,3326400,-17601.550062799997,310,8640.0,10699,5e-05,0.2,0.9996853470802307,0.0015891416648109616,3840,0.0025263156,-0.0035895017249923614,0.010474537037037037,-19.991434586136428,-0.9947904944419861,153.6865234375
386,3335040,-17588.36472758,310,8640.0,10728,5e-05,0.2,0.9998589158058167,0.0010912467297425287,3850,0.0038261015,-0.00461096906206674,0.03149305555555556,-20.02564232720269,-1.0231695175170898,156.5529327392578
387,3343680,-17656.210945199997,310,8640.0,10756,5e-05,0.2,0.9998463988304138,0.0011193005862878635,3860,0.0026435736,-0.002771108627008895,0.014375,-20.056007136592157,-1.0085713863372803,158.50897216796875
388,3352320,-17686.939298729998,310,8640.0,10784,5e-05,0.2,0.999405562877655,0.002263527973899963,3870,0.004399751,-0.0037441631435865055,0.027627314814814816,-20.105603896247015,-0.9864320755004883,161.38558959960938
389,3360960,-17735.2399693,310,8640.0,10812,5e-05,0.2,0.9998528957366943,0.0011789946568508943,3880,0.0031218529,-0.002448381791063757,0.01726851851851852,-20.168329128689237,-1.011553168296814,164.47860717773438
390,3369600,-17798.67319483,310,8640.0,10840,5e-05,0.2,0.9995574355125427,0.0022315874346963095,3890,0.0029967206,-0.0025361365983607594,0.016215277777777776,-20.219676457157842,-1.025156021118164,167.4539794921875
391,3378240,-17841.88985161,310,8640.0,10867,5e-05,0.2,0.9994672536849976,0.002615154943152986,3900,0.0039533162,-0.003328767581325438,0.023333333333333334,-20.279627118993687,-1.0165191888809204,170.6953125
392,3386880,-17889.80560131,310,8640.0,10895,5e-05,0.2,0.9996224045753479,0.0015395896642089442,3910,0.0031292823,-0.002300020660687652,0.019085648148148147,-20.342145449320476,-1.0219895839691162,174.07693481445312
393,3395520,-17935.23881758,310,8640.0,10923,5e-05,0.2,0.9997941851615906,0.001542669725043837,3920,0.0028000996,-0.0026353970754684672,0.01659722222222222,-20.39294996190954,-1.027329683303833,177.1367645263672
394,3404160,-18018.9702903,310,8640.0,10951,5e-05,0.2,0.9995582699775696,0.0015615946937059225,3930,0.0031370795,-0.0027375789845569265,0.020636574074074075,-20.448341236820927,-1.0407918691635132,180.10787963867188
395,3412800,-18071.037547490003,310,8640.0,10978,5e-05,0.2,0.9993844628334045,0.004485700571633599,3940,0.0036240185,-0.0030691026039076624,0.022164351851851852,-20.50549488350197,-1.0187610387802124,182.96185302734375
396,3421440,-18145.426273470002,310,8640.0,11006,5e-05,0.2,0.9997244477272034,0.001868046987241272,3950,0.0034547134,-0.0033506454146225695,0.01693287037037037,-20.553551189281322,-1.0334200859069824,185.97311401367188
397,3430080,-18208.162814350002,310,8640.0,11034,5e-05,0.2,0.9996320605278015,0.001953241667770608,3960,0.003269495,-0.0038971772810651195,0.027685185185185184,-20.592484215630424,-1.0446077585220337,188.5136260986328
398,3438720,-18254.959915260002,310,8640.0,11062,5e-05,0.2,0.9996957778930664,0.0017824216865227316,3970,0.0036814434,-0.002121733215258077,0.022141203703703705,-20.635742451703106,-1.0311630964279175,190.70529174804688
399,3447360,-18312.87287342,310,8640.0,11090,5e-05,0.2,0.9997201561927795,0.0015585903713427897,3980,0.0025739558,-0.002701994025458892,0.016979166666666667,-20.679263913189924,-1.0388691425323486,193.69122314453125
400,3456000,-18351.96986246,310,8640.0,11118,5e-05,0.2,0.9997067451477051,0.0016779591870942601,3990,0.003111933,-0.002758558697791563,0.0196875,-20.72264523824056,-1.0165339708328247,197.02301025390625
